cd_aluno,cd_curso,dt_saida,ds_motivo
221013,PED_EAD,2023-10-17,Mudança de País
244986,EDU.ESP_EAD,2023-10-17,Outros
406544,PRO_IND_EAD,2023-10-17,Outros
348315,REC_HUM_EAD,2023-10-18,Outros
341060,ADM_EAD,2023-10-18,Razões Particulares
387019,ADE_SIS_EAD,2023-10-18,Falta de tempo para conciliar estudos e demais atividades
401011,EMP_EAD,2023-10-18,Falta de tempo para conciliar estudos e demais atividades
415306,EMP_EAD,2023-10-18,Venda com Inconsistência
413346,LIC_PED_EAD,2023-10-18,Outros
374472,GES_AGR_EAD,2023-10-18,Falta de tempo para conciliar estudos e demais atividades
374472,GES_AGR_EAD,2023-10-18,Falta de tempo para conciliar estudos e demais atividades
302493,GES_AMB_EAD,2023-10-18,Razões financeiras
278708,GESFIN_EAD,2023-10-19,Razões financeiras
392667,REC_HUM_EAD,2023-10-19,Outros
1790002527,CIC_EAD,2023-10-19,Falta de tempo para conciliar estudos e demais atividades
388236,LIC_PED_EAD,2023-10-19,Dificuldade em acompanhar o curso
342945,REC_HUM_EAD,2023-10-20,Doença
398436,GES_COM_EAD,2023-10-20,Razões financeiras
402018,LOG_EAD,2023-10-20,Dificuldade em acompanhar o curso
400686,DES_INT_EAD,2023-10-20,Razões Particulares
400546,GES_HOS_EAD,2023-10-20,Falta de tempo para conciliar estudos e demais atividades
284724,GES_MAR_EAD,2023-10-20,Razões financeiras
397847,SER_SOC_EAD,2023-10-20,Não se adaptou a modalidade EAD
393400,PRO_GER_EAD,2023-10-20,Falta de tempo para conciliar estudos e demais atividades
386080,SER_SOC_EAD,2023-10-20,Falta de tempo para conciliar estudos e demais atividades
402387,REC_HUM_EAD,2023-10-20,Falta de Identificação com o Curso
288711,ADM_EAD,2023-10-20,Dificuldade em acompanhar o curso
245567,MAT_EAD,2023-10-20,Razões financeiras
337092,ADM_EAD,2023-10-20,Dificuldade em acompanhar o curso
339340,ADM_EAD,2023-10-20,Outros
399939,LED_FIS_EAD,2023-10-23,Falta de Identificação com Metodologia
404614,BED_FIS_EAD,2023-10-23,Falta de Identificação com o Curso
274761,PED_EAD,2023-10-23,Razões financeiras
404550,LOG_EAD,2023-10-23,Não se adaptou a modalidade EAD
406870,PRO_IND_EAD,2023-10-23,Dificuldade em acompanhar o curso
410916,LIC_PED_EAD,2023-10-23,Razões Particulares
1790002112,LOG_EAD,2023-10-23,Recebeu bolsa de maior valor em outra IES
398576,PRO_IND_EAD,2023-10-23,Dificuldade em acompanhar o curso
355729,ADM_EAD,2023-10-23,Falta de Identificação com o Curso
411459,LOG_EAD,2023-10-23,Dúvida sobre escolha do curso
411360,ADM_EAD,2023-10-23,Razões Particulares
328891,LIC_PED_EAD,2023-10-24,Doença
312531,BED_FIS_EAD,2023-10-24,Falta de tempo para conciliar estudos e demais atividades
366321,BED_FIS_EAD,2023-10-24,Falta de tempo para conciliar estudos e demais atividades
407800,ADM_EAD,2023-10-24,Dificuldade em acompanhar o curso
390899,PRO_IND_EAD,2023-10-25,Razões financeiras
267510,CIC_EAD,2023-10-25,Insatisfação com Atendimento Unidade
398550,ADE_SIS_EAD,2023-10-25,Razões Particulares
399823,ADE_SIS_EAD,2023-10-25,Falta de tempo para conciliar estudos e demais atividades
410029,EMP_EAD,2023-10-25,Doença
374758,SER_SOC_EAD,2023-10-25,Falta de tempo para conciliar estudos e demais atividades
403073,PRO_GER_EAD,2023-10-25,Razões financeiras
400066,CIC_EAD,2023-10-25,Não se adaptou a modalidade EAD
415314,CIC_EAD,2023-10-25,Não é o objetivo cursar faculdade no momento
402956,EST_COS_EAD,2023-10-26,Doença
313813,PRO_GER_EAD,2023-10-26,Outros
398649,ADM_EAD,2023-10-27,Razões Particulares
295939,ADM_EAD,2023-10-27,Dificuldade em acompanhar o curso
207010,PED_EAD,2023-10-27,Outros
399912,BED_FIS_EAD,2023-10-30,Doença
382629,PRO_GER_EAD,2023-10-30,Falta de Identificação com o Curso
398177,REC_HUM_EAD,2023-10-30,Razões financeiras
297940,ADM_EAD,2023-10-30,Outros
224420,TEC_INF_EAD,2023-10-31,Doença
139260,PRO_GER_EAD,2023-10-31,Razões Particulares
394775,ADM_EAD,2023-10-31,Razões Particulares
268597,PED_EAD,2023-10-31,Razões Particulares
399548,LIC_PED_EAD,2023-10-31,Razões Particulares
411432,ADE_SIS_EAD,2023-10-31,Dúvida sobre escolha do curso
413010,GES_PUB_EAD,2023-10-31,Doença
402069,REC_HUM_EAD,2023-11-01,Dificuldade em acompanhar o curso
406102,EST_COS_EAD,2023-11-01,Razões financeiras
400783,PED_EAD,2023-11-01,Outros
400783,PED_EAD,2023-11-01,Outros
400783,PED_EAD,2023-11-01,Outros
363047,BED_FIS_EAD,2023-11-01,Razões Particulares
383188,BED_FIS_EAD,2023-11-01,Razões financeiras
385970,MAT_EAD,2023-11-01,Mudança de curso
405130,LIC_HIS_EAD,2023-11-01,Desemprego
176336,SER_SOC_EAD,2023-11-01,Doença
396620,LIC_PED_EAD,2023-11-03,Razões Particulares
409110,LIC_PED_EAD,2023-11-03,Razões Particulares
372615,LIC_PED_EAD,2023-11-03,Razões Particulares
206545,LIC_PED_EAD,2023-11-03,Razões Particulares
412129,LIC_PED_EAD,2023-11-03,Razões Particulares
406234,LIC_PED_EAD,2023-11-03,Razões Particulares
408407,CIC_EAD,2023-11-03,Razões Particulares
407605,LIC_PED_EAD,2023-11-03,Razões Particulares
403359,EMP_EAD,2023-11-03,Falta de tempo para conciliar estudos e demais atividades
316162,PED_EAD,2023-11-06,Razões financeiras
410665,REC_HUM_EAD,2023-11-06,Outros
302412,PED_EAD,2023-11-06,Razões financeiras
403863,LED_FIS_EAD,2023-11-06,Mudança de País
400406,GESFIN_EAD,2023-11-06,Não se adaptou a modalidade EAD
414512,PRO_IND_EAD,2023-11-06,Outros
391628,REC_HUM_EAD,2023-11-06,Mudança de cidade
395984,GESFIN_EAD,2023-11-06,Razões financeiras
413400,LIC_PED_EAD,2023-11-06,Razões Particulares
363748,LOG_EAD,2023-11-06,Razões financeiras
410932,LIC_PED_EAD,2023-11-06,Razões Particulares
409918,BED_FIS_EAD,2023-11-07,Falta de tempo para conciliar estudos e demais atividades
408105,GES_COM_EAD,2023-11-07,Outros
395968,ADM_EAD,2023-11-07,Razões Particulares
399246,EST_COS_EAD,2023-11-07,Insatizfação com Matriz Curricular
332400,LIC_PED_EAD,2023-11-07,Desemprego
396735,LIC_LET_EAD,2023-11-07,Razões Particulares
125715,EDU.ESP_EAD,2023-11-08,Razões financeiras
404436,HIST_EAD,2023-11-08,Falta de tempo para conciliar estudos e demais atividades
366763,REC_HUM_EAD,2023-11-08,Dificuldade em acompanhar o curso
398606,GESFIN_EAD,2023-11-08,Mudança de curso
373743,LIC_PED_EAD,2023-11-08,Insatisfação com o PIPA
359333,PRO_GER_EAD,2023-11-08,Falta de Identificação com o Curso
391539,PRO_GER_EAD,2023-11-08,Desemprego
408690,PRO_GER_EAD,2023-11-08,Desemprego
329302,ADM_EAD,2023-11-08,Outros
329302,ADM_EAD,2023-11-08,Outros
383749,BED_FIS_EAD,2023-11-09,Falta de tempo para conciliar estudos e demais atividades
327593,BED_FIS_EAD,2023-11-09,Doença
409697,LED_FIS_EAD,2023-11-09,Falta de tempo para conciliar estudos e demais atividades
407273,EST_COS_EAD,2023-11-09,Falta de tempo para conciliar estudos e demais atividades
396099,ADM_EAD,2023-11-09,Razões financeiras
348919,LOG_EAD,2023-11-09,Razões financeiras
352177,ADM_EAD,2023-11-09,Razões Particulares
390133,TEC_INF_EAD,2023-11-09,Irá para Curso Presencial
327458,CIC_EAD,2023-11-09,Doença
395402,BED_FIS_EAD,2023-11-10,Razões financeiras
393655,REC_HUM_EAD,2023-11-10,Não se adaptou a modalidade EAD
180465,SER_SOC_EAD,2023-11-10,Doença
377374,LED_FIS_EAD,2023-11-10,Razões financeiras
394562,BED_FIS_EAD,2023-11-10,Desemprego
395127,GES_PUB_EAD,2023-11-10,Razões Particulares
361184,ADM_EAD,2023-11-10,Desemprego
410584,ADM_EAD,2023-11-10,Mudança de curso
402166,PRO_IND_EAD,2023-11-10,Outros
402166,PRO_IND_EAD,2023-11-10,Outros
126037,LET_EAD,2023-11-10,Falta de Identificação com o Curso
101222,PRO_IND_EAD,2023-11-13,Mudança de curso
403893,BED_FIS_EAD,2023-11-13,Falta de tempo para conciliar estudos e demais atividades
411254,LIC_HIS_EAD,2023-11-14,Falta de tempo para conciliar estudos e demais atividades
403049,LIC_HIS_EAD,2023-11-14,Falta de tempo para conciliar estudos e demais atividades
414873,LIC_PED_EAD,2023-11-14,Razões Particulares
411246,EST_COS_EAD,2023-11-16,Falta de Identificação com Metodologia
397600,LOG_EAD,2023-11-16,Dificuldade em acompanhar o curso
299276,REC_HUM_EAD,2023-11-16,Dificuldade em acompanhar o curso
336058,GES_COM_EAD,2023-11-16,Razões financeiras
404150,GES_COM_EAD,2023-11-16,Dificuldade em acompanhar o curso
414059,LOG_EAD,2023-11-16,Dificuldade em acompanhar o curso
272955,PED_EAD,2023-11-16,Razões Particulares
412552,MAT_EAD,2023-11-16,Razões Particulares
394422,REC_HUM_EAD,2023-11-16,Doença
359690,REC_HUM_EAD,2023-11-17,Outros
123190,GESFIN_EAD,2023-11-17,Falta de tempo para conciliar estudos e demais atividades
409780,ENG_COA_EAD,2023-11-17,Falta de tempo para conciliar estudos e demais atividades
409357,ENG_COA_EAD,2023-11-17,Falta de tempo para conciliar estudos e demais atividades
399904,GES_PUB_EAD,2023-11-17,Dificuldade em acompanhar o curso
391920,SER_SOC_EAD,2023-11-17,Razões Particulares
328395,CIC_EAD,2023-11-17,Razões financeiras
396174,ADE_SIS_EAD,2023-11-17,Falta de Identificação com Metodologia
405165,ENG_COA_EAD,2023-11-17,Mudança de País
415063,ENG_COA_EAD,2023-11-17,Desemprego
396603,LIC_PED_EAD,2023-11-17,Razões Particulares
316650,LIC_PED_EAD,2023-11-17,Dificuldade em acompanhar o curso
403871,LIC_PED_EAD,2023-11-17,Razões Particulares
394767,EST_COS_EAD,2023-11-17,Razões financeiras
410754,EST_COS_EAD,2023-11-20,Falta de Identificação com Metodologia
297370,LIC_PED_EAD,2023-11-20,Gestação/RN
341825,ADM_EAD,2023-11-20,Irá para Curso Presencial
341825,ADM_EAD,2023-11-20,Irá para Curso Presencial
407761,BED_FIS_EAD,2023-11-20,Falta de tempo para conciliar estudos e demais atividades
384320,LIC_PED_EAD,2023-11-20,Razões financeiras
388783,LOG_EAD,2023-11-21,Outros
394570,REC_HUM_EAD,2023-11-21,Dificuldade em acompanhar o curso
391660,REC_HUM_EAD,2023-11-21,Falta de Identificação com o Curso
406838,BED_FIS_EAD,2023-11-21,Doença
389491,CIC_EAD,2023-11-21,Razões financeiras
246113,PED_EAD,2023-11-22,Razões financeiras
374545,EDU.ESP_EAD,2023-11-22,Falta de tempo para conciliar estudos e demais atividades
217750,HIST_EAD,2023-11-22,Falta de tempo para conciliar estudos e demais atividades
414555,EDU_ESP_EAD,2023-11-22,Doença
314991,GES_PUB_EAD,2023-11-22,Razões Particulares
388503,REC_HUM_EAD,2023-11-23,Desemprego
388503,REC_HUM_EAD,2023-11-23,Outros
374397,GES_COM_EAD,2023-11-23,Dificuldade em acompanhar o curso
403290,LIC_PED_EAD,2023-11-23,Falta de Identificação com o Curso
392330,BED_FIS_EAD,2023-11-24,Falta de tempo para conciliar estudos e demais atividades
336929,GES_COM_EAD,2023-11-24,Outros
407036,LED_FIS_EAD,2023-11-27,Não é o objetivo cursar faculdade no momento
408291,LOG_EAD,2023-11-27,Razões financeiras
238892,LIC_PED_EAD,2023-11-27,Razões Particulares
250935,ADM_EAD,2023-11-27,Outros
403529,REC_HUM_EAD,2023-11-28,Desemprego
410550,ENG_SOF_EAD,2023-11-28,Falta de tempo para conciliar estudos e demais atividades
402719,CIC_EAD,2023-11-29,Doença
400619,GES_PUB_EAD,2023-11-29,Não é o objetivo cursar faculdade no momento
387949,ADE_SIS_EAD,2023-11-29,Falta de tempo para conciliar estudos e demais atividades
171873,GES_HOS_EAD,2023-11-29,Falta de tempo para conciliar estudos e demais atividades
286557,ADM_EAD,2023-11-29,Outros
399718,GES_PUB_EAD,2023-11-29,Falta de tempo para conciliar estudos e demais atividades
397260,GES_COM_EAD,2023-11-30,Razões financeiras
409640,LED_FIS_EAD,2023-11-30,Falta de tempo para conciliar estudos e demais atividades
206494,BED_FIS_EAD,2023-11-30,Mudança de cidade
409128,ADM_EAD,2023-11-30,Falta de tempo para conciliar estudos e demais atividades
284554,PRO_GER_EAD,2023-11-30,Outros
382483,ADM_EAD,2023-11-30,Falta de tempo para conciliar estudos e demais atividades
127823,BED_FIS_EAD,2023-11-30,Gestação/RN
377803,BED_FIS_EAD,2023-11-30,Insatisfação com o PIPA
157501,MAT_EAD,2023-12-01,Mudança de curso
255430,ED.FIS_EAD,2023-12-01,Mudança de cidade
402085,ADM_EAD,2023-12-01,Falta de tempo para conciliar estudos e demais atividades
414989,LIC_PED_EAD,2023-12-01,Não é o objetivo cursar faculdade no momento
365570,GES_HOS_EAD,2023-12-01,Insatisfação com o PIPA
1790002085,MAT_EAD,2023-12-01,Razões Particulares
409144,REC_HUM_EAD,2023-12-01,Doença
332198,LIC_PED_EAD,2023-12-01,Razões Particulares
255643,ADM_EAD,2023-12-02,Dificuldade em acompanhar o curso
387442,LIC_PED_EAD,2023-12-04,Auditoria
411602,EST_COS_EAD,2023-12-04,Falta de equipamento para estudar
371066,PRO_GER_EAD,2023-12-04,Dificuldade em acompanhar o curso
284635,ED.FIS_EAD,2023-12-04,Outros
310547,LIC_PED_EAD,2023-12-04,Razões financeiras
405955,ENG_SOF_EAD,2023-12-04,Irá para Curso Presencial
392438,PED_EAD,2023-12-04,Não se adaptou a Plataforma de Estudos (Moodle/Portal)
414733,GES_MAR_EAD,2023-12-04,Mudança de cidade
259967,BED_FIS_EAD,2023-12-05,Razões financeiras
301262,PED_EAD,2023-12-05,Outros
353181,GES_PUB_EAD,2023-12-05,Falta de tempo para conciliar estudos e demais atividades
146836,HIST_EAD,2023-12-05,Outros
396859,LIC_HIS_EAD,2023-12-05,Razões financeiras
246113,PED_EAD,2023-12-05,Razões financeiras
396840,LIC_HIS_EAD,2023-12-05,Irá para Curso Presencial
409093,BED_FIS_EAD,2023-12-06,Razões Particulares
300924,REC_HUM_EAD,2023-12-06,Outros
406633,EMP_EAD,2023-12-06,Falta de tempo para conciliar estudos e demais atividades
396131,REC_HUM_EAD,2023-12-06,Razões financeiras
353319,GES_PUB_EAD,2023-12-06,Falta de tempo para conciliar estudos e demais atividades
402719,LIC_PED_EAD,2023-12-06,Razões Particulares
317550,CIC_EAD,2023-12-07,Doença
391784,EDU_ESP_EAD,2023-12-08,Desemprego
399351,GES_PUB_EAD,2023-12-08,Razões financeiras
373727,LED_FIS_EAD,2023-12-11,Falta de tempo para conciliar estudos e demais atividades
348420,LED_FIS_EAD,2023-12-11,Razões financeiras
401991,EST_COS_EAD,2023-12-11,Desemprego
363721,PRO_IND_EAD,2023-12-11,Outros
406951,LED_FIS_EAD,2023-12-11,Falta de tempo para conciliar estudos e demais atividades
412510,REC_HUM_EAD,2023-12-11,Mudança de cidade
399424,TEC_INF_EAD,2023-12-11,Insatisfação
346762,GESFIN_EAD,2023-12-12,Razões financeiras
411785,EST_COS_EAD,2023-12-12,Falta de Identificação com Metodologia
358434,LED_FIS_EAD,2023-12-12,Razões financeiras
389720,BED_FIS_EAD,2023-12-12,Falta de Identificação com Metodologia
257123,ADM_EAD,2023-12-12,Razões financeiras
328675,ADM_EAD,2023-12-12,Razões financeiras
226945,LOG_EAD,2023-12-13,Irá para Curso Presencial
414407,EDU_ESP_EAD,2023-12-13,Razões financeiras
316588,LIC_PED_EAD,2023-12-13,Dificuldade em acompanhar o curso
363187,LED_FIS_EAD,2023-12-14,Razões financeiras
377811,BED_FIS_EAD,2023-12-14,Insatisfação com o PIPA
277108,LED_FIS_EAD,2023-12-14,Falta de tempo para conciliar estudos e demais atividades
318076,LED_FIS_EAD,2023-12-14,Razões financeiras
388953,REC_HUM_EAD,2023-12-14,Razões financeiras
281822,GES_MAR_EAD,2023-12-14,Insatisfação
365147,REC_HUM_EAD,2023-12-14,Razões financeiras
365147,REC_HUM_EAD,2023-12-14,Outros
309204,GES_COM_EAD,2023-12-14,Razões financeiras
308313,EDU.ESP_EAD,2023-12-14,Doença
320151,PED_EAD,2023-12-15,Irá para Curso Presencial
408962,BED_FIS_EAD,2023-12-15,Falta de equipamento para estudar
356938,LIC_PED_EAD,2023-12-18,Irá para Curso Presencial
303052,GES_COM_EAD,2023-12-18,Doença
405050,GES_COM_EAD,2023-12-18,Razões financeiras
395321,PRO_IND_EAD,2023-12-18,Dificuldade em acompanhar o curso
397286,LIC_PED_EAD,2023-12-18,Razões Particulares
397774,LOG_EAD,2023-12-18,Falta de tempo para conciliar estudos e demais atividades
379008,ADM_EAD,2023-12-18,Razões Particulares
400193,ADM_EAD,2023-12-18,Razões Particulares
340950,LIC_PED_EAD,2023-12-19,Mudança de curso
408474,LIC_PED_EAD,2023-12-19,Falta de tempo para conciliar estudos e demais atividades
404967,BED_FIS_EAD,2023-12-19,Razões profissionais
406145,BED_FIS_EAD,2023-12-19,Não se adaptou a Plataforma de Estudos (Moodle/Portal)
187230,HIST_EAD,2023-12-19,Razões financeiras
281245,ADM_EAD,2023-12-19,Dificuldade em acompanhar o curso
393230,LIC_PED_EAD,2023-12-19,Razões Particulares
377161,SER_SOC_EAD,2023-12-19,Falta de tempo para conciliar estudos e demais atividades
258235,CIC_EAD,2023-12-19,Razões financeiras
412170,LIC_PED_EAD,2023-12-19,Dificuldade em acompanhar o curso
412170,LIC_PED_EAD,2023-12-19,Razões Particulares
412650,LIC_PED_EAD,2023-12-19,Doença
358531,CIC_EAD,2023-12-19,Falta de Identificação com Metodologia
287189,ADM_EAD,2023-12-19,Outros
406900,LIC_LET_EAD,2023-12-20,Outros
397022,LIC_HIS_EAD,2023-12-20,Falta de tempo para conciliar estudos e demais atividades
305071,ADM_EAD,2023-12-20,Mudança de cidade
400287,ADM_EAD,2023-12-20,Outros
276624,LIC_PED_EAD,2023-12-20,Mudança de cidade
221781,REC_HUM_EAD,2023-12-21,Razões financeiras
410890,ADM_EAD,2023-12-21,Razões financeiras
358744,BED_FIS_EAD,2023-12-21,Razões Particulares
410185,REC_HUM_EAD,2023-12-21,Não se adaptou a Plataforma de Estudos (Moodle/Portal)
400724,PIPA,2023-12-26,Insatisfação
406080,BED_FIS_EAD,2023-12-26,Razões Particulares
414016,REC_HUM_EAD,2023-12-26,Razões financeiras
365147,REC_HUM_EAD,2023-12-26,Dificuldade em acompanhar o curso
350662,LOG_EAD,2023-12-26,Falta de tempo para conciliar estudos e demais atividades
408725,LIC_PED_EAD,2023-12-26,Razões Particulares
398541,ADM_EAD,2023-12-26,Razões Particulares
390966,PRO_GER_EAD,2023-12-26,Razões Particulares
409551,ADM_EAD,2023-12-26,Dificuldade em acompanhar o curso
396498,ADM_EAD,2023-12-26,Irá para Curso Presencial
415233,ADM_EAD,2023-12-26,Não se adaptou a modalidade EAD
388449,LIC_PED_EAD,2023-12-28,Razões financeiras
400236,LIC_LET_EAD,2023-12-28,Não é o objetivo cursar faculdade no momento
395640,CIC_EAD,2023-12-28,Razões financeiras
379644,LIC_PED_EAD,2023-12-28,Razões financeiras
408741,CIC_EAD,2023-12-28,Doença
415152,LIC_PED_EAD,2023-12-28,Razões Particulares
227704,LET_EAD,2023-12-29,Razões Particulares
409403,EST_COS_EAD,2023-12-29,Falta de tempo para conciliar estudos e demais atividades
398990,EDU_ESP_EAD,2023-12-29,Mudança de curso
1790001895,ADM_EAD,2024-01-02,Falta de tempo para conciliar estudos e demais atividades
379989,EST_COS_EAD,2024-01-03,Outros
354323,EST_COS_EAD,2024-01-03,Falta de tempo para conciliar estudos e demais atividades
402158,ADM_EAD,2024-01-03,Falta de Identificação com o Curso
177405,LIC_PED_EAD,2024-01-04,Falta de tempo para conciliar estudos e demais atividades
1790002325,MAT_EAD,2024-01-05,Viagem
401127,EST_COS_EAD,2024-01-08,Razões financeiras
410061,PRO_GER_EAD,2024-01-08,Falta de tempo para conciliar estudos e demais atividades
269334,CIC_EAD,2024-01-08,Razões Particulares
411629,EST_COS_EAD,2024-01-09,Mudança de País
410886,EST_COS_EAD,2024-01-09,Mudança de País
410886,EST_COS_EAD,2024-01-09,Outros
256836,GES_REC_HUM,2024-01-09,Outros
344328,LED_FIS_EAD,2024-01-11,Mudança de País
394929,EST_COS_EAD,2024-01-11,Falta de Identificação com o Curso
399270,EST_COS_EAD,2024-01-12,Razões Particulares
323100,REC_HUM_EAD,2024-01-18,Falta de tempo para conciliar estudos e demais atividades
380065,CIC_EAD,2024-01-19,Insatisfação com o PIPA
293901,REC_HUM_EAD,2024-01-22,Outros
353050,GES_HOS_EAD,2024-01-24,Doença
402352,GES_HOS_EAD,2024-01-29,Doença
402131,ADM_EAD,2024-01-31,Falta de Identificação com o Curso
361044,ADM_EAD,2024-01-31,Óbito
361044,ADM_EAD,2024-01-31,Óbito
409659,PRO_IND_EAD,2024-02-01,Não realizou a rematrícula
1790001981,REC_HUM_EAD,2024-02-01,Razões financeiras
409190,ADM_EAD,2024-02-02,Razões financeiras
361044,ADM_EAD,2024-02-02,Óbito
361044,ADM_EAD,2024-02-02,Óbito
405084,PRO_IND_EAD,2024-02-05,Não realizou a rematrícula
369347,PRO_IND_EAD,2024-02-05,Desemprego
1790000450,PED_EAD,2024-02-07,Outros
270685,ADM_EAD,2024-02-07,Razões financeiras
329558,ADM_EAD,2024-02-07,Razões financeiras
340780,LOG_EAD,2024-02-08,Matrícula não realizada pelo Acadêmico
407044,ADM_EAD,2024-02-08,Doença
408156,ADM_EAD,2024-02-08,Razões financeiras
405360,GES_PUB_EAD,2024-02-13,Não é o objetivo cursar faculdade no momento
409411,GES_PUB_EAD,2024-02-13,Desemprego
401224,LIC_PED_EAD,2024-02-13,Razões financeiras
399220,ADM_EAD,2024-02-14,Razões Particulares
401224,LIC_PED_EAD,2024-02-15,Auditoria
401224,LIC_PED_EAD,2024-02-15,Razões financeiras
339537,LOG_EAD,2024-02-15,Outros
339537,LOG_EAD,2024-02-15,Outros
362881,LIC_PED_EAD,2024-02-15,Dúvida sobre escolha do curso
359894,LIC_PED_EAD,2024-02-15,Irá para Curso Presencial
403847,LIC_PED_EAD,2024-02-16,Insatisfação
1790003554,LIC_LET_EAD,2024-02-19,Outros
1790003554,LIC_LET_EAD,2024-02-19,Outros
311802,ADM_EAD,2024-02-26,Não realizou a rematrícula
333040,BED_FIS_EAD,2024-03-02,Não realizou a rematrícula
379474,LIC_PED_EAD,2024-03-04,Não realizou a rematrícula
396468,EST_COS_EAD,2024-03-04,Não realizou a rematrícula
405157,LOG_EAD,2024-03-05,Outros
396808,ADM_EAD,2024-03-06,Venda com Inconsistência
376424,LIC_PED_EAD,2024-03-07,Outros
403707,PRO_GER_EAD,2024-03-11,Falta de tempo para conciliar estudos e demais atividades
141532,LIC_PED_EAD,2024-03-11,Outros
149355,ADM_EAD,2024-03-11,Outros
393213,ENG_COA_EAD,2024-03-11,Outros
141532,LIC_PED_EAD,2024-03-11,Outros
149355,ADM_EAD,2024-03-11,Outros
163978,GES_AMB_EAD,2024-03-11,Outros
168783,PRO_GER_EAD,2024-03-11,Outros
187443,EDU.ESP_EAD,2024-03-11,Outros
203864,BED_FIS_EAD,2024-03-11,Outros
223130,GES_MAR_EAD,2024-03-11,Outros
229570,BED_FIS_EAD,2024-03-11,Outros
231310,GES_MAR_EAD,2024-03-11,Outros
237904,EDU_ESP_EAD,2024-03-11,Outros
250650,CIC_EAD,2024-03-11,Outros
260337,GES_MAR_EAD,2024-03-11,Outros
266497,REC_HUM_EAD,2024-03-11,Outros
267993,ADE_SIS_EAD,2024-03-11,Outros
286131,LOG_EAD,2024-03-11,Outros
288983,DES_INT_EAD,2024-03-11,Outros
292972,LED_FIS_EAD,2024-03-11,Outros
296633,LIC_PED_EAD,2024-03-11,Outros
300908,LOG_EAD,2024-03-11,Outros
309760,REC_HUM_EAD,2024-03-11,Outros
311802,ADM_EAD,2024-03-11,Outros
315498,EDU_ESP_EAD,2024-03-11,Outros
315816,GESFIN_EAD,2024-03-11,Outros
319396,LIC_PED_EAD,2024-03-11,Outros
328659,LOG_EAD,2024-03-11,Outros
141532,LIC_PED_EAD,2024-03-11,Outros
149355,ADM_EAD,2024-03-11,Outros
163978,GES_AMB_EAD,2024-03-11,Outros
168783,PRO_GER_EAD,2024-03-11,Outros
187443,EDU.ESP_EAD,2024-03-11,Outros
203864,BED_FIS_EAD,2024-03-11,Outros
223130,GES_MAR_EAD,2024-03-11,Outros
229570,BED_FIS_EAD,2024-03-11,Outros
231310,GES_MAR_EAD,2024-03-11,Outros
237904,EDU_ESP_EAD,2024-03-11,Outros
250650,CIC_EAD,2024-03-11,Outros
260337,GES_MAR_EAD,2024-03-11,Outros
266497,REC_HUM_EAD,2024-03-11,Outros
267993,ADE_SIS_EAD,2024-03-11,Outros
286131,LOG_EAD,2024-03-11,Outros
288983,DES_INT_EAD,2024-03-11,Outros
292972,LED_FIS_EAD,2024-03-11,Outros
296633,LIC_PED_EAD,2024-03-11,Outros
300908,LOG_EAD,2024-03-11,Outros
309760,REC_HUM_EAD,2024-03-11,Outros
311802,ADM_EAD,2024-03-11,Outros
315498,EDU_ESP_EAD,2024-03-11,Outros
315816,GESFIN_EAD,2024-03-11,Outros
319396,LIC_PED_EAD,2024-03-11,Outros
328659,LOG_EAD,2024-03-11,Outros
333040,BED_FIS_EAD,2024-03-11,Outros
336562,CIC_EAD,2024-03-11,Outros
337062,LIC_PED_EAD,2024-03-11,Outros
340268,REC_HUM_EAD,2024-03-11,Outros
341906,LIC_PED_EAD,2024-03-11,Outros
349524,EST_COS_EAD,2024-03-11,Outros
350670,LIC_HIS_EAD,2024-03-11,Outros
352100,LIC_LET_EAD,2024-03-11,Outros
353068,BED_FIS_EAD,2024-03-11,Outros
354795,PRO_GER_EAD,2024-03-11,Outros
355990,BED_FIS_EAD,2024-03-11,Outros
356261,BED_FIS_EAD,2024-03-11,Outros
357144,GES_COM_EAD,2024-03-11,Outros
357160,CIC_EAD,2024-03-11,Outros
357276,CIC_EAD,2024-03-11,Outros
357470,GESFIN_EAD,2024-03-11,Outros
357470,GES_AMB_EAD,2024-03-11,Outros
357527,ADM_EAD,2024-03-11,Outros
357713,LIC_PED_EAD,2024-03-11,Outros
358507,LIC_PED_EAD,2024-03-11,Outros
359376,SER_SOC_EAD,2024-03-11,Outros
359473,ADM_EAD,2024-03-11,Outros
359724,PRO_GER_EAD,2024-03-11,Outros
359894,LIC_PED_EAD,2024-03-11,Outros
360307,LIC_PED_EAD,2024-03-11,Outros
361079,LIC_LET_EAD,2024-03-11,Outros
361338,LIC_PED_EAD,2024-03-11,Outros
361770,REC_HUM_EAD,2024-03-11,Outros
362881,LIC_PED_EAD,2024-03-11,Outros
363780,GES_AGR_EAD,2024-03-11,Outros
365481,LIC_PED_EAD,2024-03-11,Outros
365740,PRO_IND_EAD,2024-03-11,Outros
367344,LED_FIS_EAD,2024-03-11,Outros
367646,LIC_PED_EAD,2024-03-11,Outros
367692,LOG_EAD,2024-03-11,Outros
367751,LIC_PED_EAD,2024-03-11,Outros
368022,LED_FIS_EAD,2024-03-11,Outros
368901,BED_FIS_EAD,2024-03-11,Outros
369347,PRO_IND_EAD,2024-03-11,Outros
369436,REC_HUM_EAD,2024-03-11,Outros
369606,BED_FIS_EAD,2024-03-11,Outros
369770,GES_HOS_EAD,2024-03-11,Outros
369959,BED_FIS_EAD,2024-03-11,Outros
